Year,Site,Transect,round,group,stature,life_form,id,uid,year
1983,AlpGard,1,1690,transitional,3,shrub,1983AlpGard11690,AlpGard-1-1690,1983_X
1983,AlpGard,1,1700,arctic,2,forb,1983AlpGard11700,AlpGard-1-1700,1983_X
1983,AlpGard,1,1730,transitional,2,gram,1983AlpGard11730,AlpGard-1-1730,1983_X
1983,AlpGard,1,1740,non-plant,2,non_plant,1983AlpGard11740,AlpGard-1-1740,1983_X
1983,AlpGard,1,1750,transitional,2,gram,1983AlpGard11750,AlpGard-1-1750,1983_X
1983,AlpGard,1,1760,arctic,2,lichen,1983AlpGard11760,AlpGard-1-1760,1983_X
1983,AlpGard,1,1770,transitional,2,gram,1983AlpGard11770,AlpGard-1-1770,1983_X
1983,AlpGard,1,1780,transitional,3,shrub,1983AlpGard11780,AlpGard-1-1780,1983_X
1983,AlpGard,1,1790,transitional,3,shrub,1983AlpGard11790,AlpGard-1-1790,1983_X
1983,AlpGard,1,1800,transitional,2,gram,1983AlpGard11800,AlpGard-1-1800,1983_X
1983,AlpGard,1,1810,transitional,3,shrub,1983AlpGard11810,AlpGard-1-1810,1983_X
1983,AlpGard,1,1820,arctic,2,forb,1983AlpGard11820,AlpGard-1-1820,1983_X
1983,AlpGard,1,1830,transitional,3,shrub,1983AlpGard11830,AlpGard-1-1830,1983_X
1983,AlpGard,1,1840,non-plant,2,non_plant,1983AlpGard11840,AlpGard-1-1840,1983_X
1983,AlpGard,1,1860,transitional,3,shrub,1983AlpGard11860,AlpGard-1-1860,1983_X
1983,AlpGard,1,1870,transitional,3,shrub,1983AlpGard11870,AlpGard-1-1870,1983_X
1983,AlpGard,1,1880,non-plant,2,non_plant,1983AlpGard11880,AlpGard-1-1880,1983_X
1983,AlpGard,1,1890,non-plant,2,non_plant,1983AlpGard11890,AlpGard-1-1890,1983_X
1983,AlpGard,1,1900,transitional,3,shrub,1983AlpGard11900,AlpGard-1-1900,1983_X
1983,AlpGard,1,1920,transitional,2,shrub,1983AlpGard11920,AlpGard-1-1920,1983_X
1983,AlpGard,1,1930,non-plant,2,non_plant,1983AlpGard11930,AlpGard-1-1930,1983_X
1983,AlpGard,1,1940,transitional,2,shrub,1983AlpGard11940,AlpGard-1-1940,1983_X
1983,AlpGard,1,1950,non-plant,2,non_plant,1983AlpGard11950,AlpGard-1-1950,1983_X
1983,AlpGard,1,1960,transitional,2,shrub,1983AlpGard11960,AlpGard-1-1960,1983_X
1983,AlpGard,1,1970,transitional,2,gram,1983AlpGard11970,AlpGard-1-1970,1983_X
1983,AlpGard,1,1980,transitional,2,shrub,1983AlpGard11980,AlpGard-1-1980,1983_X
1983,AlpGard,1,1990,transitional,2,gram,1983AlpGard11990,AlpGard-1-1990,1983_X
1983,AlpGard,1,2000,transitional,2,shrub,1983AlpGard12000,AlpGard-1-2000,1983_X
1983,AlpGard,1,2010,arctic,2,lichen,1983AlpGard12010,AlpGard-1-2010,1983_X
1983,AlpGard,1,2020,arctic,2,forb,1983AlpGard12020,AlpGard-1-2020,1983_X
1983,AlpGard,1,2030,arctic,2,forb,1983AlpGard12030,AlpGard-1-2030,1983_X
1983,AlpGard,1,2040,arctic,2,shrub,1983AlpGard12040,AlpGard-1-2040,1983_X
1983,AlpGard,1,2050,non-plant,2,non_plant,1983AlpGard12050,AlpGard-1-2050,1983_X
1983,AlpGard,1,2060,arctic,2,lichen,1983AlpGard12060,AlpGard-1-2060,1983_X
1983,AlpGard,1,2070,transitional,2,bryo,1983AlpGard12070,AlpGard-1-2070,1983_X
1983,AlpGard,1,2080,transitional,2,gram,1983AlpGard12080,AlpGard-1-2080,1983_X
1983,AlpGard,1,2120,transitional,2,forb,1983AlpGard12120,AlpGard-1-2120,1983_X
1983,AlpGard,1,2130,transitional,2,forb,1983AlpGard12130,AlpGard-1-2130,1983_X
1983,AlpGard,1,2150,transitional,2,gram,1983AlpGard12150,AlpGard-1-2150,1983_X
1983,AlpGard,1,2160,non-plant,2,non_plant,1983AlpGard12160,AlpGard-1-2160,1983_X
1983,AlpGard,1,2170,transitional,2,gram,1983AlpGard12170,AlpGard-1-2170,1983_X
1983,AlpGard,1,2180,arctic,2,lichen,1983AlpGard12180,AlpGard-1-2180,1983_X
1983,AlpGard,1,2190,non-plant,2,non_plant,1983AlpGard12190,AlpGard-1-2190,1983_X
1983,AlpGard,1,2200,transitional,2,lichen,1983AlpGard12200,AlpGard-1-2200,1983_X
1983,AlpGard,1,2210,non-plant,2,non_plant,1983AlpGard12210,AlpGard-1-2210,1983_X
1983,AlpGard,1,2220,transitional,2,gram,1983AlpGard12220,AlpGard-1-2220,1983_X
1983,AlpGard,1,2230,transitional,2,lichen,1983AlpGard12230,AlpGard-1-2230,1983_X
1983,AlpGard,1,2240,non-plant,2,non_plant,1983AlpGard12240,AlpGard-1-2240,1983_X
1983,AlpGard,1,2250,arctic,2,lichen,1983AlpGard12250,AlpGard-1-2250,1983_X
1983,AlpGard,1,2260,arctic,2,lichen,1983AlpGard12260,AlpGard-1-2260,1983_X
1983,AlpGard,1,2270,transitional,2,forb,1983AlpGard12270,AlpGard-1-2270,1983_X
1983,AlpGard,1,2280,transitional,2,gram,1983AlpGard12280,AlpGard-1-2280,1983_X
1983,AlpGard,1,2290,transitional,3,shrub,1983AlpGard12290,AlpGard-1-2290,1983_X
1983,AlpGard,1,2300,transitional,2,bryo,1983AlpGard12300,AlpGard-1-2300,1983_X
1983,AlpGard,1,2310,arctic,2,lichen,1983AlpGard12310,AlpGard-1-2310,1983_X
1983,AlpGard,1,2350,arctic,2,lichen,1983AlpGard12350,AlpGard-1-2350,1983_X
1983,AlpGard,1,2360,transitional,2,gram,1983AlpGard12360,AlpGard-1-2360,1983_X
1983,AlpGard,1,2380,transitional,2,gram,1983AlpGard12380,AlpGard-1-2380,1983_X
1983,AlpGard,1,2390,arctic,2,forb,1983AlpGard12390,AlpGard-1-2390,1983_X
1983,AlpGard,1,2400,non-plant,2,non_plant,1983AlpGard12400,AlpGard-1-2400,1983_X
1983,AlpGard,1,2410,arctic,2,forb,1983AlpGard12410,AlpGard-1-2410,1983_X
1983,AlpGard,1,2420,arctic,2,gram,1983AlpGard12420,AlpGard-1-2420,1983_X
1983,AlpGard,1,2430,transitional,2,forb,1983AlpGard12430,AlpGard-1-2430,1983_X
1983,AlpGard,1,2440,arctic,2,forb,1983AlpGard12440,AlpGard-1-2440,1983_X
1983,AlpGard,1,2470,non-plant,2,non_plant,1983AlpGard12470,AlpGard-1-2470,1983_X
1983,AlpGard,1,2480,transitional,2,gram,1983AlpGard12480,AlpGard-1-2480,1983_X
1983,AlpGard,1,2490,non-plant,2,non_plant,1983AlpGard12490,AlpGard-1-2490,1983_X
1983,AlpGard,1,2500,arctic,2,lichen,1983AlpGard12500,AlpGard-1-2500,1983_X
1983,AlpGard,1,2510,arctic,2,forb,1983AlpGard12510,AlpGard-1-2510,1983_X
1983,AlpGard,1,2520,non-plant,2,non_plant,1983AlpGard12520,AlpGard-1-2520,1983_X
1983,AlpGard,1,2540,transitional,2,gram,1983AlpGard12540,AlpGard-1-2540,1983_X
1983,AlpGard,1,2550,arctic,2,forb,1983AlpGard12550,AlpGard-1-2550,1983_X
1983,AlpGard,1,2560,transitional,3,shrub,1983AlpGard12560,AlpGard-1-2560,1983_X
1983,AlpGard,1,2570,transitional,3,shrub,1983AlpGard12570,AlpGard-1-2570,1983_X
1983,AlpGard,1,2600,arctic,2,lichen,1983AlpGard12600,AlpGard-1-2600,1983_X
1983,AlpGard,1,2610,transitional,3,shrub,1983AlpGard12610,AlpGard-1-2610,1983_X
1983,AlpGard,1,2620,transitional,3,shrub,1983AlpGard12620,AlpGard-1-2620,1983_X
1983,AlpGard,1,2630,arctic,2,lichen,1983AlpGard12630,AlpGard-1-2630,1983_X
1983,AlpGard,1,2640,arctic,2,lichen,1983AlpGard12640,AlpGard-1-2640,1983_X
1983,AlpGard,1,2660,transitional,2,bryo,1983AlpGard12660,AlpGard-1-2660,1983_X
1983,AlpGard,1,2670,non-plant,2,non_plant,1983AlpGard12670,AlpGard-1-2670,1983_X
1983,AlpGard,1,2680,transitional,2,lichen,1983AlpGard12680,AlpGard-1-2680,1983_X
1983,AlpGard,2,0,non-plant,2,non_plant,1983AlpGard20,AlpGard-2-0,1983_X
1983,AlpGard,2,10,transitional,2,lichen,1983AlpGard210,AlpGard-2-10,1983_X
1983,AlpGard,2,20,arctic,2,lichen,1983AlpGard220,AlpGard-2-20,1983_X
1983,AlpGard,2,30,non-plant,2,non_plant,1983AlpGard230,AlpGard-2-30,1983_X
1983,AlpGard,2,40,non-plant,2,non_plant,1983AlpGard240,AlpGard-2-40,1983_X
1983,AlpGard,2,50,arctic,2,lichen,1983AlpGard250,AlpGard-2-50,1983_X
1983,AlpGard,2,60,transitional,2,forb,1983AlpGard260,AlpGard-2-60,1983_X
1983,AlpGard,2,70,transitional,3,shrub,1983AlpGard270,AlpGard-2-70,1983_X
1983,AlpGard,2,80,non-plant,2,non_plant,1983AlpGard280,AlpGard-2-80,1983_X
1983,AlpGard,2,90,transitional,2,gram,1983AlpGard290,AlpGard-2-90,1983_X
1983,AlpGard,2,100,transitional,3,shrub,1983AlpGard2100,AlpGard-2-100,1983_X
1983,AlpGard,2,120,arctic,2,forb,1983AlpGard2120,AlpGard-2-120,1983_X
1983,AlpGard,2,130,arctic,2,forb,1983AlpGard2130,AlpGard-2-130,1983_X
1983,AlpGard,2,140,transitional,2,gram,1983AlpGard2140,AlpGard-2-140,1983_X
1983,AlpGard,2,150,arctic,2,lichen,1983AlpGard2150,AlpGard-2-150,1983_X
1983,AlpGard,2,160,non-plant,2,non_plant,1983AlpGard2160,AlpGard-2-160,1983_X
1983,AlpGard,2,170,arctic,2,lichen,1983AlpGard2170,AlpGard-2-170,1983_X
1983,AlpGard,2,180,arctic,2,lichen,1983AlpGard2180,AlpGard-2-180,1983_X
1983,AlpGard,2,190,transitional,3,shrub,1983AlpGard2190,AlpGard-2-190,1983_X
1983,AlpGard,2,200,arctic,2,lichen,1983AlpGard2200,AlpGard-2-200,1983_X
1983,AlpGard,2,220,transitional,3,shrub,1983AlpGard2220,AlpGard-2-220,1983_X
1983,AlpGard,2,230,transitional,3,shrub,1983AlpGard2230,AlpGard-2-230,1983_X
1983,AlpGard,2,240,transitional,2,gram,1983AlpGard2240,AlpGard-2-240,1983_X
1983,AlpGard,2,250,transitional,2,gram,1983AlpGard2250,AlpGard-2-250,1983_X
1983,AlpGard,2,260,transitional,2,forb,1983AlpGard2260,AlpGard-2-260,1983_X
1983,AlpGard,2,280,transitional,2,gram,1983AlpGard2280,AlpGard-2-280,1983_X
1983,AlpGard,2,290,transitional,2,gram,1983AlpGard2290,AlpGard-2-290,1983_X
1983,AlpGard,2,300,transitional,2,gram,1983AlpGard2300,AlpGard-2-300,1983_X
1983,AlpGard,2,310,transitional,2,lichen,1983AlpGard2310,AlpGard-2-310,1983_X
1983,AlpGard,2,320,transitional,2,gram,1983AlpGard2320,AlpGard-2-320,1983_X
1983,AlpGard,2,330,transitional,2,gram,1983AlpGard2330,AlpGard-2-330,1983_X
1983,AlpGard,2,340,transitional,2,shrub,1983AlpGard2340,AlpGard-2-340,1983_X
1983,AlpGard,2,350,arctic,2,lichen,1983AlpGard2350,AlpGard-2-350,1983_X
1983,AlpGard,2,360,arctic,2,lichen,1983AlpGard2360,AlpGard-2-360,1983_X
1983,AlpGard,2,370,transitional,2,lichen,1983AlpGard2370,AlpGard-2-370,1983_X
1983,AlpGard,2,380,transitional,3,shrub,1983AlpGard2380,AlpGard-2-380,1983_X
1983,AlpGard,2,390,transitional,2,gram,1983AlpGard2390,AlpGard-2-390,1983_X
1983,AlpGard,2,400,transitional,3,shrub,1983AlpGard2400,AlpGard-2-400,1983_X
1983,AlpGard,2,410,transitional,2,shrub,1983AlpGard2410,AlpGard-2-410,1983_X
1983,AlpGard,2,420,arctic,2,forb,1983AlpGard2420,AlpGard-2-420,1983_X
1983,AlpGard,2,430,transitional,2,shrub,1983AlpGard2430,AlpGard-2-430,1983_X
1983,AlpGard,2,440,transitional,2,shrub,1983AlpGard2440,AlpGard-2-440,1983_X
1983,AlpGard,2,450,transitional,2,gram,1983AlpGard2450,AlpGard-2-450,1983_X
1983,AlpGard,2,460,transitional,2,lichen,1983AlpGard2460,AlpGard-2-460,1983_X
1983,AlpGard,2,470,non-plant,2,non_plant,1983AlpGard2470,AlpGard-2-470,1983_X
1983,AlpGard,2,480,non-plant,2,non_plant,1983AlpGard2480,AlpGard-2-480,1983_X
1983,AlpGard,2,490,arctic,2,shrub,1983AlpGard2490,AlpGard-2-490,1983_X
1983,AlpGard,2,500,non-plant,2,non_plant,1983AlpGard2500,AlpGard-2-500,1983_X
1983,AlpGard,2,510,non-plant,2,non_plant,1983AlpGard2510,AlpGard-2-510,1983_X
1983,AlpGard,2,520,transitional,2,gram,1983AlpGard2520,AlpGard-2-520,1983_X
1983,AlpGard,2,530,arctic,2,lichen,1983AlpGard2530,AlpGard-2-530,1983_X
